order_id,order_date,shipped_date,username,email,phone_number,place,country,postal_code,product,product_category,product_price,quantity,total_amount,payment_method,payment_status,shipping_provider,order_status,delivery_address,tracking_number
11449,2024-04-04,2025-07-02,kellie82,brandonmurphy@example.org,001-224-646-8144,Port Trevorton,Belgium,80990,Shoes,Fashion,714.78,4,2859.12,PayPal,Paid,USPS,Delivered,"4455 Julie Plaza Suite 467, East Kevinberg, PR 66693",2da49ac9-226c-4c1b-95da-02444c5f09f2
11450,2025-07-20,2025-08-24,javierreyes,qsmith@example.org,(325)678-6536,Millerchester,Botswana,09421,Water Bottle,Accessories,794.29,3,2382.87,Credit Card,Unpaid,UPS,Cancelled,"42839 Katherine Summit, Reynoldsstad, UT 22440",9b1dc640-58ca-4467-a0e6-0111d74cf6f3
11451,2025-04-02,2025-08-14,ortegakaren,atkinsolivia@example.net,579.682.4187,Amymouth,Turks and Caicos Islands,10199,Headphones,Electronics,744.92,1,744.92,Debit Card,Paid,UPS,Pending,"54905 Pittman Roads Suite 675, South Heather, OH 60180",58279c8b-e9ea-4ce7-8c54-beaaaae6c1a1
11452,2024-12-15,2025-08-01,qgrant,ruthle@example.com,+1-608-639-9102x727,Mayerton,India,33635,Backpack,Accessories,734.07,5,3670.35,PayPal,Unpaid,USPS,Shipped,"Unit 7854 Box 4852, DPO AP 57433",76cfdaa5-2d5c-426a-a5fa-9459395aeb13
11453,2024-05-22,2024-12-18,morenomary,ian41@example.com,5138408663,Lake Danielle,North Macedonia,78960,Smartphone,Electronics,329.04,4,1316.16,Debit Card,Unpaid,DHL,Cancelled,"4131 Stout Neck Apt. 129, East Williamshire, ID 90112",4643ad15-c673-45fe-8015-54f957258fe6
11454,2024-08-12,2025-09-04,gaildavis,jyork@example.net,656.900.4020,East Bettystad,Belarus,24964,Backpack,Accessories,331.86,3,995.58,PayPal,Unpaid,DHL,Cancelled,"898 Douglas Courts, Pattontown, NC 43337",8cf6d385-1195-4357-9348-0d7f4a2a49b9
11455,2024-06-12,2025-03-02,lisa13,russelladams@example.net,001-687-712-6539x69409,Davidberg,Qatar,42120,Shoes,Fashion,719.97,1,719.97,PayPal,Unpaid,USPS,Delivered,"955 Holmes Stravenue, East Kennethchester, IA 11611",9d79be9e-524b-44fb-a223-86f9375acba1
11456,2024-08-30,2025-07-24,davidcarpenter,brendadavis@example.org,7882343838,Collinsmouth,Anguilla,62052,Coffee Maker,Home Appliance,904.03,5,4520.15,Cash on Delivery,Paid,UPS,Shipped,"740 Gomez Mall Suite 678, Michelehaven, TN 99445",fc456f8f-7b8b-434a-92ae-1a8e8dcb1c32
11457,2024-10-28,2024-11-24,ldunn,perrynathaniel@example.net,230.479.2270x144,Tonymouth,Finland,06227,Backpack,Accessories,123.44,2,246.88,Cash on Delivery,Unpaid,DHL,Delivered,"668 Jones Parkway Suite 205, South Richardfurt, OR 29752",94c55390-bd7f-43d7-a50a-aee0cfec161f
11458,2024-04-26,2024-07-28,jean00,andrew42@example.net,844-887-8387x8642,Lyonsbury,Rwanda,43578,Watch,Fashion,228.36,5,1141.8,Cash on Delivery,Paid,UPS,Pending,"PSC 0353, Box 4478, APO AP 97321",78c917ae-1718-44a7-9545-9d1cdac5264e
11459,2025-08-04,2025-08-20,adamsteele,audrey69@example.net,940-393-8893x838,Wilsonmouth,Palestinian Territory,81992,Watch,Fashion,61.84,3,185.52,Debit Card,Paid,USPS,Shipped,"89245 Lowery Throughway Suite 536, South Calebfurt, MI 24589",dc88db62-25c5-4fd5-ae94-6e3f9dcc22da
11460,2023-10-23,2025-05-25,natashaholder,karinastanton@example.net,001-905-699-2401x94371,West Davidmouth,Gabon,44893,Headphones,Electronics,87.19,4,348.76,Debit Card,Paid,UPS,Shipped,"9015 Sarah Locks, Robertsshire, CT 72145",a6003f63-e320-4d98-a0be-7289c25a47ed
11461,2025-02-23,2025-04-02,kellerjackie,erikmann@example.org,(689)415-3269,Williamsview,Romania,36198,Laptop,Electronics,502.26,4,2009.04,Debit Card,Unpaid,DHL,Shipped,"8127 Melissa Plain Suite 417, Lake Ronnie, CT 90029",50c09dbd-86be-4f27-8c92-aa96aee4fb3a
11462,2024-09-23,2024-10-02,andersoncarrie,sierrali@example.org,838.903.0563,South Bradleyton,Guernsey,13763,Shoes,Fashion,971.09,3,2913.27,Cash on Delivery,Unpaid,FedEx,Pending,"804 Green Creek, Adamchester, TN 79515",99d16f44-4f0a-4276-955f-425c09bbd855
11463,2025-03-26,2025-08-23,vmckinney,opowell@example.org,001-943-998-6874x1011,Lake Michaelfort,Anguilla,89481,Smartphone,Electronics,852.59,4,3410.36,PayPal,Paid,USPS,Delivered,"8036 Dustin Estates Apt. 378, West Amanda, HI 59332",a181e268-3d43-43e4-953f-3d293390a716
11464,2025-01-05,2025-06-17,marcus82,avilacollin@example.com,(411)442-6078,Andrewchester,Cyprus,88644,Watch,Fashion,479.19,2,958.38,PayPal,Unpaid,DHL,Pending,"60456 Nathan Cliff, East Audreyburgh, MO 19507",9f61111e-835e-4eb1-a98c-2932a4ff6a14
11465,2025-01-30,2025-03-17,lindacoleman,princewhitney@example.net,692.213.9769x1007,Walkerhaven,Aruba,87485,Book,Education,430.76,1,430.76,Credit Card,Unpaid,UPS,Pending,"4742 Michael Village Apt. 543, Spearschester, PW 07885",b17eecc0-2c1b-4acb-9740-3924b1e66bf8
11466,2024-08-30,2025-03-06,cookmegan,myersstanley@example.org,268-345-0598x193,South Karaton,Nepal,83501,Desk Lamp,Home Appliance,603.49,4,2413.96,PayPal,Paid,FedEx,Pending,"46988 Kathryn Knolls Suite 392, Georgeside, NY 76426",2313de9c-4ea7-4c16-9153-b3b71ae236df
11467,2024-04-23,2025-01-14,rebecca49,karenboyd@example.net,001-756-341-7252x44916,Michealberg,South Africa,35877,Backpack,Accessories,944.98,4,3779.92,Credit Card,Paid,UPS,Shipped,"Unit 1634 Box 3324, DPO AE 62625",84118642-228b-4ee3-ad4e-70f837b12c41
11468,2025-01-08,2025-05-11,cameron07,zalexander@example.org,(479)266-8140,Hamptonmouth,Burundi,24701,Smartphone,Electronics,770.28,5,3851.4,PayPal,Unpaid,FedEx,Shipped,"303 Christina Fields Apt. 047, West Jerryton, NV 90114",2235ce87-6e80-4130-bdbc-e109ed1ac3ed
11469,2024-12-04,2025-02-03,kevin82,hgarrett@example.com,423-601-8987x74247,Adamsfurt,Uruguay,20681,Watch,Fashion,546.57,1,546.57,Debit Card,Unpaid,UPS,Shipped,"028 Randall Court, Meyerside, FL 52121",40992262-3694-4215-bf67-c80faaa83d1b
11470,2025-03-02,2025-09-08,ndennis,robertmurillo@example.net,834.416.7895x4258,New Devin,Ecuador,78212,Watch,Fashion,589.19,4,2356.76,Credit Card,Unpaid,DHL,Delivered,"9356 Christina Vista Suite 342, Rodriguezburgh, CO 21505",741cca44-1af2-421e-8741-089b9d68b75f
11471,2024-05-28,2024-11-04,katelyn63,charleshughes@example.net,001-293-365-4824x5921,Josephmouth,Croatia,51436,Coffee Maker,Home Appliance,449.19,1,449.19,PayPal,Paid,USPS,Pending,"380 Smith Parkways Suite 383, Rayland, UT 51530",2a712458-752d-44b4-ba85-823c228f5c67
11472,2025-01-28,2025-05-26,twilliams,jamiejohnson@example.org,001-214-856-1309,South Erin,Armenia,82242,Backpack,Accessories,526.73,5,2633.65,Cash on Delivery,Paid,UPS,Cancelled,"6940 Williams Inlet, Shepardland, OK 84460",f3431c5b-3c19-4a91-bf2c-c7dec0fcc34b
11473,2025-03-10,2025-07-18,jdavis,fweaver@example.net,830-549-4575x93459,Lisaborough,Angola,30982,Coffee Maker,Home Appliance,109.11,3,327.33,Debit Card,Unpaid,UPS,Delivered,"314 Fisher Way Suite 510, Traceychester, AS 57828",1cb64442-e281-4e66-890f-3f52691f9112
11474,2023-11-16,2025-07-18,brandon79,wthomas@example.org,(728)828-2266,Port Michaeltown,Jersey,41797,Backpack,Accessories,677.31,4,2709.24,Cash on Delivery,Unpaid,FedEx,Shipped,"73389 Mitchell Stravenue Apt. 215, South Rachelmouth, NY 30675",2828beb9-6495-44c8-a6bd-68ec61cad685
11475,2024-10-15,2025-07-31,gibsondavid,thorntonstacy@example.net,(938)689-6227,Sarahmouth,Micronesia,03751,Desk Lamp,Home Appliance,656.11,2,1312.22,Credit Card,Paid,UPS,Shipped,"9454 Zimmerman Passage Apt. 346, West Henry, OK 51077",68aeb100-5dc8-4acc-a43a-cc46b70c5587
11476,2024-08-01,2025-07-25,sullivanyolanda,qrasmussen@example.org,(573)643-7651x70242,North Jermaine,British Virgin Islands,97323,Watch,Fashion,175.21,5,876.05,Credit Card,Paid,UPS,Shipped,"20383 Smith Dale, West Wendy, RI 96455",fbf243f4-b918-4160-af6b-46c79106b600
11477,2025-06-25,2025-07-09,susanrichards,brenda25@example.com,652.692.7617x9533,Deanshire,Hungary,16365,Water Bottle,Accessories,425.32,4,1701.28,PayPal,Paid,UPS,Delivered,"635 Hernandez Alley Apt. 637, East Gary, IN 64536",4eb2fa41-bc83-4ea7-b44d-35d71f6348b7
11478,2024-04-21,2025-06-17,sparkszachary,freid@example.com,(415)368-5121x7890,Mejiaview,Mauritania,33150,Smartphone,Electronics,497.23,1,497.23,Credit Card,Paid,FedEx,Shipped,"08555 Singh Meadows Suite 536, Lake Mike, NM 17120",b7aa83c4-1294-4e9b-84c2-407b072f8b22
11479,2024-07-18,2024-08-07,alexanderstacy,raymondcook@example.net,940.856.4966x88781,North Erikaland,Mali,47922,Coffee Maker,Home Appliance,591.06,3,1773.18,PayPal,Paid,DHL,Delivered,"99936 Charlotte Fords, Gonzalesview, PR 40616",b582f7d0-86f1-457f-9e01-9b3fc31fafe2
11480,2024-08-23,2024-08-27,gnixon,mglover@example.com,3806194827,Stephanieberg,Dominica,73675,Book,Education,535.42,3,1606.26,Cash on Delivery,Paid,USPS,Shipped,"49241 Shirley Lane Suite 920, New Christina, WA 13950",7f5ee265-83e7-4e36-af7a-e6c805957a16
11481,2023-12-04,2025-08-15,mark31,douglas06@example.com,+1-533-713-6820x7212,New Rickyshire,Bolivia,26126,Smartphone,Electronics,595.01,5,2975.05,PayPal,Unpaid,UPS,Pending,"0802 John Trace Apt. 396, Allenview, NC 87894",83b03f3d-cb50-44d1-8235-62b5861ef086
11482,2024-06-11,2024-09-24,hday,danny95@example.org,723-554-3394x372,Kennedyview,Cook Islands,22692,Water Bottle,Accessories,19.04,5,95.2,Cash on Delivery,Unpaid,DHL,Pending,"8018 Smith Path, Port Larry, WI 37017",c450a6e6-93b3-46a9-965d-912b27d4c0b7
11483,2025-01-28,2025-07-15,melanieflores,candice85@example.com,872.733.9840x2725,Dwayneview,Austria,84359,Book,Education,377.88,2,755.76,Cash on Delivery,Paid,UPS,Cancelled,"16026 Gene Forks Apt. 792, Lake Suzanneberg, WA 07519",8dbd2ff8-0abd-438a-80ce-b4b664b0bfd0
11484,2024-02-14,2024-10-05,elizabethwalker,murrayryan@example.org,346-977-8831x070,Susanport,Bouvet Island (Bouvetoya),24584,Coffee Maker,Home Appliance,139.73,5,698.65,Cash on Delivery,Paid,FedEx,Pending,"768 Kevin Run Apt. 980, Port Craig, CA 45837",bded4216-9378-49bb-b619-7628a0b77dba
11485,2024-11-18,2025-03-17,leslie60,jennifer89@example.com,(269)476-6688,Jenniferstad,Bermuda,11051,Watch,Fashion,682.95,3,2048.85,Credit Card,Paid,UPS,Shipped,"51723 Morrison Flat Suite 114, Tatetown, UT 55597",74ec1241-1167-441a-8ebe-f4e7bcad011d
11486,2024-02-24,2024-12-13,monicaochoa,kimberlyberry@example.org,(796)341-4908x1014,West Eric,Solomon Islands,32069,Shoes,Fashion,959.1,1,959.1,Credit Card,Paid,USPS,Pending,"29914 Katherine Parks, Anamouth, LA 12565",6596b5dd-a480-40cf-974d-8743e755baae
11487,2023-09-20,2024-12-11,bradleymartin,leedennis@example.org,(509)737-7847,West Dylan,Gabon,03244,Headphones,Electronics,453.46,1,453.46,PayPal,Unpaid,USPS,Shipped,"03622 Thomas Shoals, Port Elizabethview, RI 71082",7a2f2f70-9e10-4895-996f-8df15fa87557
11488,2025-07-24,2025-08-09,steven27,darrentanner@example.net,751-303-9765,Elizabethshire,Belize,96390,Watch,Fashion,91.69,4,366.76,PayPal,Paid,FedEx,Shipped,"18843 Bell Curve, North Julia, DC 82084",09818f4a-4610-4855-b4a3-3d3dbf035b6a
11489,2024-03-31,2024-06-03,myersjeffery,david11@example.net,976.201.3435x910,West Michelle,Niue,31191,Headphones,Electronics,252.96,3,758.88,Debit Card,Unpaid,UPS,Cancelled,"Unit 2403 Box 9491, DPO AP 14179",c8fa57b8-4ee4-4202-ba14-79ce3e3e4bf0
11490,2023-11-18,2024-09-19,floyddustin,mark49@example.com,868-240-7289x60932,New Jacobshire,Nicaragua,88414,Backpack,Accessories,200.52,1,200.52,PayPal,Paid,UPS,Cancelled,"69398 Vickie Centers, Johnsonview, OK 76076",2365bd66-5ad3-45e7-a327-a92707eae6e6
11491,2023-09-22,2024-09-26,jessica27,james50@example.com,(768)922-8037x4166,North Jason,Spain,02634,Shoes,Fashion,868.6,3,2605.8,PayPal,Paid,FedEx,Cancelled,"8917 Rios Trail, East Claudia, DE 10479",63afd1c1-574a-4866-b439-949045daf3c2
11492,2025-07-04,2025-07-10,amckenzie,vmurray@example.com,446-965-5940,North Nicoleport,Ireland,08909,Water Bottle,Accessories,233.04,5,1165.2,Cash on Delivery,Unpaid,USPS,Delivered,"961 Robert Mission Suite 331, East Shaun, TX 98070",205fdd08-ba44-4d75-b3ea-6570dc360f1b
11493,2025-03-15,2025-06-15,ggonzalez,jennifer65@example.com,743-520-0948x651,South Donna,Guernsey,04653,Smartphone,Electronics,85.92,1,85.92,Credit Card,Unpaid,USPS,Shipped,"3693 Tracie Mission Suite 733, Shannonmouth, WY 03267",f79c2065-4734-477e-bad7-5576883a61cd
11494,2024-05-18,2024-06-17,kimberly84,kfuentes@example.org,703.949.8300x36868,New Cynthialand,Grenada,47664,Water Bottle,Accessories,545.09,1,545.09,Cash on Delivery,Paid,FedEx,Pending,"446 Jared Island Apt. 392, Port Russell, MO 69152",08d5b95d-0147-4e44-b529-76672f49e277
11495,2024-08-27,2025-04-02,flemingnatalie,sarah93@example.net,001-687-391-5300x0193,Luisburgh,Belarus,99375,Coffee Maker,Home Appliance,961.0,1,961.0,PayPal,Unpaid,FedEx,Shipped,"7117 Contreras Tunnel Suite 592, West Davidberg, RI 16652",74c0dc0e-661d-4b0c-b23d-d0db79ba7e6b
11496,2025-07-29,2025-08-04,gomezemily,christopher26@example.net,(520)610-2873x31119,Lake Stevenside,Chad,60268,Coffee Maker,Home Appliance,804.95,4,3219.8,Credit Card,Unpaid,DHL,Pending,"298 Joseph Manor Suite 981, Rodrigueztown, PW 60775",71e4b737-6886-4820-86b8-04df6924df36
11497,2025-03-30,2025-08-24,sanchezmichael,lori41@example.net,731-398-1718x63210,East Diamond,Mali,57756,Smartphone,Electronics,887.79,4,3551.16,Debit Card,Unpaid,DHL,Pending,"016 Orozco Pines Apt. 798, Jeffreyport, AR 23836",de461ee9-a997-4b31-af79-35e0b9d6bf31
11498,2024-02-20,2025-03-30,anne86,martinmichael@example.net,001-942-980-3511x2013,Thomastown,Romania,33090,Water Bottle,Accessories,910.99,1,910.99,Credit Card,Unpaid,FedEx,Pending,"123 Williams Manor, South Paulstad, WY 01910",b0e67fdf-f2b2-40ec-80be-9a5e0abb2fea
11499,2025-01-28,2025-08-24,petersjoseph,samanthamorris@example.com,721.906.0910,East Andrewchester,Samoa,25988,Headphones,Electronics,569.45,4,2277.8,Credit Card,Unpaid,UPS,Pending,"649 Joseph Club, South Micheal, VA 87551",d378fd22-58f5-4b52-a26a-44b961ee5b2c
11500,2024-09-27,2025-01-01,gallen,epreston@example.org,825-464-7331,Jacobberg,Slovakia (Slovak Republic),38007,Smartphone,Electronics,583.52,5,2917.6,PayPal,Paid,DHL,Cancelled,"Unit 1475 Box 9709, DPO AA 00762",713329c9-5e4d-436a-9b5e-64470e7947cf
11501,2025-02-12,2025-07-22,muellerjoseph,dlucas@example.net,829-347-4599x3322,Calvinview,Armenia,98494,Watch,Fashion,405.29,3,1215.87,PayPal,Unpaid,FedEx,Pending,"81499 Shawn Light Suite 692, Santostown, MN 32438",fd51cd59-81f1-43da-aefe-b94267e5aa82
11502,2024-04-15,2024-07-17,lambertjoshua,cpatel@example.net,001-995-930-4344x84916,West Gilbert,Saint Pierre and Miquelon,54727,Book,Education,553.5,4,2214.0,Credit Card,Paid,UPS,Shipped,"0533 Michael Common Apt. 070, West Melanie, CO 58775",a233288d-d773-4aad-8485-b2115600cc9a
11503,2024-09-19,2025-03-12,edwardsmary,matthew83@example.net,436-223-8274,Moranview,Mexico,88179,Backpack,Accessories,351.68,3,1055.04,Cash on Delivery,Paid,UPS,Cancelled,"52536 Jones Ways Apt. 401, Alyssafort, MP 03430",b33af56d-4ce0-4eab-8aad-c5c7dcd33d14
11504,2024-06-24,2025-07-24,frodriguez,sarasmith@example.org,571-806-4975x8203,East Ronniefort,Cambodia,55005,Laptop,Electronics,437.25,1,437.25,PayPal,Paid,FedEx,Cancelled,"2800 Alicia Row, Jamesview, LA 36067",4f1bdc2f-d3d4-4b3b-8217-6abca95fd87d
11505,2024-05-05,2025-06-18,kellymegan,shaunwalters@example.com,(684)368-8095x8102,Matthewsside,Cook Islands,78097,Shoes,Fashion,401.1,2,802.2,Credit Card,Unpaid,FedEx,Pending,"PSC 6655, Box 7220, APO AE 15079",b307c258-5264-4788-adf6-913cd4655965
11506,2024-10-18,2025-05-04,troy71,gonzalezpatty@example.com,966.896.4863,Emilyfurt,Armenia,59381,Watch,Fashion,223.03,3,669.09,Credit Card,Paid,UPS,Pending,"USNV Harvey, FPO AP 69364",779ae051-3cab-4bc0-90c1-3f70807cc596
11507,2023-11-15,2025-06-23,gallen,jasonhill@example.org,(709)920-8313x5508,Lisaberg,Russian Federation,37272,Book,Education,29.4,5,147.0,Debit Card,Paid,FedEx,Cancelled,"7142 Hall Junctions, Lake Justinmouth, UT 30938",fe3ead80-f472-487f-bc94-9bf380810be1
11508,2024-11-27,2025-02-04,iroberts,cynthiaterry@example.org,+1-236-786-8445,East Kimberlyview,Australia,34145,Backpack,Accessories,132.06,2,264.12,Cash on Delivery,Unpaid,USPS,Pending,"62756 Price Loop Apt. 205, Williamsstad, MS 94212",ff792cc0-36f1-42a6-8797-767bcacf4fb3
11509,2024-03-15,2025-04-17,nrobinson,aanthony@example.org,001-692-558-9629,Salinasborough,Ukraine,87834,Watch,Fashion,293.52,1,293.52,Cash on Delivery,Paid,UPS,Cancelled,"1574 Stone Ford Apt. 291, New Lisa, AR 24644",0816640d-a03a-4b54-9c56-12d71b0af98f
11510,2023-12-10,2025-07-11,qgonzales,rwilliams@example.com,308.761.1654,Gwendolynview,Papua New Guinea,80532,Backpack,Accessories,795.82,3,2387.46,Credit Card,Paid,UPS,Cancelled,"60492 Michele Drive Apt. 044, Avilaburgh, RI 19869",feb3d01e-e2f2-4cd0-a961-f774153a8047
11511,2024-11-13,2025-01-08,weavermary,mcrawford@example.net,(549)323-4574,North Amberfort,Cape Verde,18068,Smartphone,Electronics,254.11,4,1016.44,Cash on Delivery,Paid,FedEx,Shipped,"189 Roth Park Suite 288, Dodsonburgh, DE 82507",ddd0b217-4136-4c2b-92f1-228c588f3587
11512,2023-09-19,2023-12-19,brenda27,timothywang@example.net,5069369414,Colleenfurt,Palau,52449,Book,Education,441.83,2,883.66,PayPal,Paid,FedEx,Shipped,"USCGC Ortega, FPO AE 75283",25e09d37-15e9-42a9-8545-1c3333116c6e
11513,2025-04-28,2025-08-07,anthonywilliams,ibennett@example.com,(517)523-4990,North David,Gibraltar,98877,Laptop,Electronics,479.25,4,1917.0,Debit Card,Paid,DHL,Cancelled,"45281 Luke Pike Apt. 036, Cantrellstad, CA 57287",e1f99239-b53c-41b5-b141-ba9e8b224ca7
11514,2023-11-24,2024-08-22,sgraves,whowe@example.org,+1-720-245-7950,Port Emilyville,Fiji,48434,Backpack,Accessories,55.93,1,55.93,Credit Card,Unpaid,USPS,Pending,"6007 Jamie Mews Suite 970, New Amber, MO 38903",32487042-dc0f-4099-8977-44b9f10d4774
11515,2024-02-05,2025-07-02,joseramos,craig09@example.com,949.204.1928,North Rachelchester,Spain,46730,Desk Lamp,Home Appliance,923.09,1,923.09,Cash on Delivery,Paid,UPS,Pending,"306 James Shoals Apt. 359, Lake Saraport, NC 81713",24fd7ffc-3f76-4ac7-8730-b517573e0ab2
11516,2024-12-25,2025-05-31,moodypatrick,fletcherluke@example.com,720-894-1017,Warnerstad,United Arab Emirates,61611,Smartphone,Electronics,677.26,4,2709.04,PayPal,Paid,DHL,Shipped,"8518 Thompson Roads Apt. 931, Brianview, IA 45028",2b5eb8f3-e800-45bb-8971-b2bb53598d87
11517,2024-09-09,2024-12-06,patricia51,jhernandez@example.com,381.332.9807,North Sandra,Brazil,82461,Water Bottle,Accessories,835.07,1,835.07,Debit Card,Unpaid,FedEx,Shipped,"41547 Amber Points Suite 917, South Raymondburgh, MN 71757",98967335-2c1f-4569-84ee-3a436f3a4c50
11518,2023-11-19,2024-02-01,samuelburton,codygonzales@example.net,+1-517-805-6834x1273,Phillipston,Zimbabwe,13090,Laptop,Electronics,251.6,3,754.8,Cash on Delivery,Paid,USPS,Pending,"0146 Randolph Locks Suite 692, South Ashleyview, DE 45459",3bd2080d-bd7f-491f-8ad2-9f42bd4c7d27
11519,2024-04-28,2025-04-10,eric32,charles54@example.com,516-283-0029x3549,Jeffreyfort,Uganda,35034,Watch,Fashion,919.83,2,1839.66,PayPal,Unpaid,DHL,Pending,"Unit 0114 Box 8474, DPO AE 32758",bec1ffef-8844-43ab-98ee-a08a6dff023e
11520,2024-08-21,2024-09-19,kristenramirez,dustin69@example.com,285-963-6649x146,Jonesstad,Nepal,69413,Book,Education,956.66,5,4783.3,Cash on Delivery,Unpaid,DHL,Shipped,"821 Taylor Meadows, Port Henry, KS 88915",eb0f7d3f-5768-4353-ad3b-67f7daa95d1f
11521,2025-07-25,2025-08-24,donnafrench,christophermcmillan@example.org,+1-745-560-2023x1042,Hansenland,Cameroon,64722,Water Bottle,Accessories,458.09,3,1374.27,Cash on Delivery,Unpaid,UPS,Pending,"177 Charles Vista Apt. 840, Benderstad, AR 93924",4dd2a4b5-e01c-4082-a9e6-922931c9eb23
11522,2024-10-14,2025-07-11,pware,robertwalton@example.org,(236)418-5677x7463,Smithville,Eritrea,63332,Headphones,Electronics,692.87,1,692.87,PayPal,Paid,DHL,Shipped,"9087 Bartlett Estate, Keithville, ME 24291",ace048cc-e780-4cde-97e0-8fd9ac3d9337
11523,2024-11-27,2024-12-10,sboone,annettethompson@example.com,962.244.9929,West Scott,Germany,99171,Smartphone,Electronics,68.52,3,205.56,Debit Card,Paid,DHL,Shipped,"834 Diana Flats Suite 960, Rosshaven, DC 12415",1a5f9036-a6fb-4d66-8e21-98e05e1bd6ca
11524,2023-10-04,2024-07-24,jeffrey35,kerry54@example.com,001-794-736-0190x37205,West Caroline,Senegal,91044,Backpack,Accessories,388.01,1,388.01,PayPal,Unpaid,UPS,Shipped,"8733 Cooper Branch Suite 158, Mendozahaven, WI 42610",9970905e-6b0c-42ad-8ddc-3a7c32b7405d
11525,2025-04-15,2025-04-15,davidwalker,lmiller@example.net,001-811-488-7324x62372,Jamesstad,Comoros,94299,Smartphone,Electronics,279.35,4,1117.4,PayPal,Unpaid,UPS,Cancelled,"8602 Patton Brook, North Leslie, CA 34015",2813a9b1-2ac3-469d-92bf-6968c1cf4282
11526,2024-02-14,2025-01-06,josborne,olivia63@example.org,001-500-290-2375x273,Shawmouth,Faroe Islands,14862,Shoes,Fashion,678.6,5,3393.0,Credit Card,Paid,USPS,Pending,"252 Sanchez Groves Apt. 910, South Williamborough, AL 65539",7fade071-06c1-4660-90fb-cf482dcac832
11527,2025-05-30,2025-06-12,millertammy,fieldsmegan@example.com,297.688.0752x485,Katherinetown,Hong Kong,03930,Laptop,Electronics,800.79,1,800.79,Credit Card,Unpaid,UPS,Pending,"0458 Holly Manor Apt. 838, Stephanieport, NH 08424",5f398eba-dd81-4d91-9f04-ddc5b3ea7499
11528,2024-10-16,2025-03-25,tammyswanson,browncassie@example.net,4259713399,Christymouth,Albania,99148,Watch,Fashion,238.71,5,1193.55,PayPal,Paid,FedEx,Cancelled,"170 Hudson Vista Apt. 079, Port Erinhaven, VI 52778",4c6cfeda-bd92-4593-ac23-afd418879c30
11529,2023-09-10,2024-03-23,kiddmelissa,carrie09@example.org,710-875-8941x178,New Chadburgh,Puerto Rico,31400,Shoes,Fashion,118.95,4,475.8,Credit Card,Paid,DHL,Delivered,"03957 Parker Walk, Smithshire, IN 34754",41299028-5110-4d88-8c51-7fe45af814f8
11530,2024-03-30,2024-09-12,uford,fitzpatrickmatthew@example.org,(596)691-7794x24363,Kinghaven,Yemen,27999,Shoes,Fashion,333.07,5,1665.35,Credit Card,Paid,USPS,Delivered,"57534 Shelton Centers Suite 170, West Andrew, VA 37635",05466a38-059e-4860-a0e0-decc7a2cf3ee
11531,2023-09-20,2025-09-06,xwatson,dennisjoel@example.com,(939)493-3501,Pierceshire,Uzbekistan,11572,Water Bottle,Accessories,157.7,4,630.8,Credit Card,Paid,USPS,Delivered,"178 Michael Common Apt. 980, Fordfort, KS 70119",c43e4eb4-6c26-4730-ba23-281a9ac62786
11532,2024-07-28,2025-02-11,parkerpatrick,ulawrence@example.com,001-366-545-6130x34243,Brandiview,Tonga,75729,Water Bottle,Accessories,511.53,5,2557.65,Cash on Delivery,Unpaid,FedEx,Delivered,"9631 Franklin Lane Suite 167, South Brittney, KY 26134",043c27ec-2c42-43ab-b9d0-b7c041ee6ae4
11533,2025-07-22,2025-08-09,woodbrian,lindseyrosales@example.com,304-333-6007x7810,Lake Georgehaven,Ghana,52912,Book,Education,538.94,1,538.94,PayPal,Paid,DHL,Shipped,"8371 Emily Loop, West Jack, NV 70221",9f2efd3b-cb65-43ef-b10a-bbc9c5229c8a
11534,2024-03-31,2024-11-06,cdouglas,stephanie65@example.net,(567)347-4489x3671,Suzannefort,Saint Kitts and Nevis,48724,Backpack,Accessories,216.17,2,432.34,PayPal,Unpaid,UPS,Cancelled,"796 Bobby Groves, Wareland, MI 92592",7ce9dfee-61d9-4516-960a-14bfa4229e44
11535,2024-06-03,2024-12-17,beckpaul,jacksontracie@example.net,368.878.7738x63175,North Michaelberg,Israel,26849,Book,Education,195.96,4,783.84,PayPal,Unpaid,UPS,Pending,"93018 Pennington Rest, Mccoyside, NY 57876",4ad3e5d6-3b27-4249-8f5c-b9a2d6f9039d
11536,2023-10-24,2023-12-31,nnewton,timothykennedy@example.net,212-441-9163,South Jacquelinebury,Rwanda,91727,Smartphone,Electronics,576.14,1,576.14,PayPal,Unpaid,DHL,Cancelled,"47558 John Plains Apt. 697, East Vanessaburgh, NH 17007",9ec70c94-1f73-4616-a814-2fabfcd28ed3
11537,2024-09-29,2025-09-08,hendersonmark,hjackson@example.org,+1-736-445-3399x0154,New Anna,Iraq,97940,Water Bottle,Accessories,299.91,5,1499.55,Debit Card,Paid,DHL,Delivered,"7243 Robert Divide Apt. 904, Murrayton, ME 93893",37abc961-4562-49fb-b4d1-255b225af6a6
11538,2025-06-09,2025-07-02,margaret86,teresa00@example.org,361-827-8535x08846,Davidsonview,Bolivia,58287,Shoes,Fashion,94.38,3,283.14,PayPal,Paid,FedEx,Delivered,"Unit 7904 Box 6857, DPO AA 90002",efcb5409-33b0-437e-b987-fc0c74542e7f
